File,fold,slice,heads,kernel size,Nf,bestAcc,averAcc
saved_data.npy,0,10,11,9,3,0.37662337662337664,0.338961038961039
saved_data.npy,1,10,11,9,3,0.35064935064935066,0.2857142857142857
saved_data.npy,2,10,11,9,3,0.37662337662337664,0.325974025974026
saved_data.npy,3,10,11,9,3,0.3246753246753247,0.274025974025974
saved_data.npy,4,10,11,9,3,0.3246753246753247,0.28311688311688316
saved_data.npy,5,10,11,9,3,0.33766233766233766,0.2753246753246753
saved_data.npy,6,10,11,9,3,0.35526315789473684,0.28157894736842104
saved_data.npy,7,10,11,9,3,0.4342105263157895,0.35526315789473684
saved_data.npy,8,10,11,9,3,0.39473684210526316,0.3342105263157895
saved_data.npy,9,10,11,9,3,0.32894736842105265,0.2802631578947369
saved_data.npy,0,10,11,9,5,0.35064935064935066,0.31688311688311693
saved_data.npy,1,10,11,9,5,0.2727272727272727,0.21298701298701297
saved_data.npy,2,10,11,9,5,0.33766233766233766,0.29090909090909084
saved_data.npy,3,10,11,9,5,0.33766233766233766,0.2987012987012987
saved_data.npy,4,10,11,9,5,0.3116883116883117,0.27402597402597406
saved_data.npy,5,10,11,9,5,0.35064935064935066,0.29350649350649344
saved_data.npy,6,10,11,9,5,0.34210526315789475,0.26842105263157895
saved_data.npy,7,10,11,9,5,0.3684210526315789,0.3157894736842105
saved_data.npy,8,10,11,9,5,0.4605263157894737,0.4276315789473683
saved_data.npy,9,10,11,9,5,0.34210526315789475,0.30526315789473685
saved_data.npy,0,10,11,9,8,0.4155844155844156,0.34675324675324676
saved_data.npy,1,10,11,9,8,0.38961038961038963,0.3467532467532467
saved_data.npy,2,10,11,9,8,0.35064935064935066,0.2987012987012987
saved_data.npy,3,10,11,9,8,0.38961038961038963,0.3571428571428571
saved_data.npy,4,10,11,9,8,0.36363636363636365,0.33116883116883117
saved_data.npy,5,10,11,9,8,0.37662337662337664,0.33116883116883117
saved_data.npy,6,10,11,9,8,0.42105263157894735,0.3710526315789474
saved_data.npy,7,10,11,9,8,0.3026315789473684,0.27894736842105267
saved_data.npy,8,10,11,9,8,0.4342105263157895,0.36578947368421055
saved_data.npy,9,10,11,9,8,0.42105263157894735,0.3631578947368421
saved_data.npy,0,10,11,29,3,0.36363636363636365,0.3064935064935065
saved_data.npy,1,10,11,29,3,0.4025974025974026,0.3077922077922078
saved_data.npy,2,10,11,29,3,0.2727272727272727,0.2324675324675325
saved_data.npy,3,10,11,29,3,0.38961038961038963,0.3220779220779221
saved_data.npy,4,10,11,29,3,0.4155844155844156,0.35844155844155845
saved_data.npy,5,10,11,29,3,0.33766233766233766,0.3077922077922078
saved_data.npy,6,10,11,29,3,0.39473684210526316,0.33684210526315794
saved_data.npy,7,10,11,29,3,0.35526315789473684,0.2986842105263158
saved_data.npy,8,10,11,29,3,0.27631578947368424,0.2302631578947368
saved_data.npy,9,10,11,29,3,0.27631578947368424,0.2236842105263158
saved_data.npy,0,10,11,29,5,0.44155844155844154,0.37012987012987014
saved_data.npy,1,10,11,29,5,0.4025974025974026,0.34545454545454546
saved_data.npy,2,10,11,29,5,0.37662337662337664,0.30649350649350654
saved_data.npy,3,10,11,29,5,0.36363636363636365,0.2844155844155844
saved_data.npy,4,10,11,29,5,0.36363636363636365,0.3324675324675324
saved_data.npy,5,10,11,29,5,0.3246753246753247,0.2857142857142857
saved_data.npy,6,10,11,29,5,0.34210526315789475,0.29868421052631583
saved_data.npy,7,10,11,29,5,0.4473684210526316,0.40131578947368424
saved_data.npy,8,10,11,29,5,0.3684210526315789,0.3
saved_data.npy,9,10,11,29,5,0.35526315789473684,0.31447368421052635
saved_data.npy,0,10,11,29,8,0.4935064935064935,0.41688311688311686
saved_data.npy,1,10,11,29,8,0.35064935064935066,0.3103896103896104
saved_data.npy,2,10,11,29,8,0.2987012987012987,0.2532467532467533
saved_data.npy,3,10,11,29,8,0.33766233766233766,0.2909090909090909
saved_data.npy,4,10,11,29,8,0.37662337662337664,0.32987012987012987
saved_data.npy,5,10,11,29,8,0.3246753246753247,0.26103896103896107
saved_data.npy,6,10,11,29,8,0.39473684210526316,0.3526315789473684
saved_data.npy,7,10,11,29,8,0.39473684210526316,0.35263157894736846
saved_data.npy,8,10,11,29,8,0.3684210526315789,0.30394736842105263
saved_data.npy,9,10,11,29,8,0.3026315789473684,0.24605263157894736
saved_data.npy,0,10,11,51,3,0.4025974025974026,0.3441558441558442
saved_data.npy,1,10,11,51,3,0.33766233766233766,0.26883116883116875
saved_data.npy,2,10,11,51,3,0.3246753246753247,0.27402597402597406
saved_data.npy,3,10,11,51,3,0.4675324675324675,0.4012987012987014
saved_data.npy,4,10,11,51,3,0.3116883116883117,0.2779220779220779
saved_data.npy,5,10,11,51,3,0.35064935064935066,0.3038961038961039
saved_data.npy,6,10,11,51,3,0.42105263157894735,0.36842105263157887
saved_data.npy,7,10,11,51,3,0.35526315789473684,0.28157894736842104
saved_data.npy,8,10,11,51,3,0.4473684210526316,0.3828947368421053
saved_data.npy,9,10,11,51,3,0.35526315789473684,0.3157894736842105
saved_data.npy,0,10,11,51,5,0.3246753246753247,0.3012987012987013
saved_data.npy,1,10,11,51,5,0.36363636363636365,0.32337662337662343
saved_data.npy,2,10,11,51,5,0.33766233766233766,0.30389610389610383
saved_data.npy,3,10,11,51,5,0.44155844155844154,0.3779220779220779
saved_data.npy,4,10,11,51,5,0.4025974025974026,0.3376623376623377
